03:02:07.489194 IP 172.16.167.139 > 171.16.167.136: ICMP echo request, id 4908, seq 0, length 8
03:02:12.731788 IP 172.16.167.139.48430 > 171.16.167.136.afs3-bos: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731804 IP 172.16.167.139.48430 > 171.16.167.136.ingreslock: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731837 IP 172.16.167.139.48430 > 171.16.167.136.6101: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731854 IP 172.16.167.139.48430 > 171.16.167.136.4129: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731884 IP 172.16.167.139.48430 > 171.16.167.136.5009: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731901 IP 172.16.167.139.48430 > 171.16.167.136.10628: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731944 IP 172.16.167.139.48430 > 171.16.167.136.668: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731962 IP 172.16.167.139.48430 > 171.16.167.136.1062: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.731992 IP 172.16.167.139.48430 > 171.16.167.136.32768: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732008 IP 172.16.167.139.48430 > 171.16.167.136.7025: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732040 IP 172.16.167.139.48430 > 171.16.167.136.6: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732057 IP 172.16.167.139.48430 > 171.16.167.136.1057: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732085 IP 172.16.167.139.48430 > 171.16.167.136.61532: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732102 IP 172.16.167.139.48430 > 171.16.167.136.9002: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732131 IP 172.16.167.139.48430 > 171.16.167.136.1056: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732148 IP 172.16.167.139.48430 > 171.16.167.136.5960: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732176 IP 172.16.167.139.48430 > 171.16.167.136.1009: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732193 IP 172.16.167.139.48430 > 171.16.167.136.5280: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.732263 IP 172.16.167.139.48430 > 171.16.167.136.1947: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.734677 IP 172.16.167.139.48430 > 171.16.167.136.5221: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.734758 IP 172.16.167.139.48430 > 171.16.167.136.20222: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.826256 IP 172.16.167.139.48430 > 171.16.167.136.2920: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.826350 IP 172.16.167.139.48430 > 171.16.167.136.1045: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.826377 IP 172.16.167.139.48430 > 171.16.167.136.1114: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.826400 IP 172.16.167.139.48430 > 171.16.167.136.1021: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.826422 IP 172.16.167.139.48430 > 171.16.167.136.enbd-cstatd: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.828740 IP 172.16.167.139.48430 > 171.16.167.136.3: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.828805 IP 172.16.167.139.48430 > 171.16.167.136.3871: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.828830 IP 172.16.167.139.48430 > 171.16.167.136.5566: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.828853 IP 172.16.167.139.48430 > 171.16.167.136.3030: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.831178 IP 172.16.167.139.48431 > 171.16.167.136.6969: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.831241 IP 172.16.167.139.48431 > 171.16.167.136.2042: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.831298 IP 172.16.167.139.48431 > 171.16.167.136.4567: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.831344 IP 172.16.167.139.48431 > 171.16.167.136.search: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.831368 IP 172.16.167.139.48431 > 171.16.167.136.54328: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.831388 IP 172.16.167.139.48431 > 171.16.167.136.5004: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.831408 IP 172.16.167.139.48431 > 171.16.167.136.1163: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.831428 IP 172.16.167.139.48431 > 171.16.167.136.customs: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.833878 IP 172.16.167.139.48431 > 171.16.167.136.1947: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.833952 IP 172.16.167.139.48431 > 171.16.167.136.5280: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.833986 IP 172.16.167.139.48431 > 171.16.167.136.1009: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834032 IP 172.16.167.139.48431 > 171.16.167.136.5960: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834065 IP 172.16.167.139.48431 > 171.16.167.136.1056: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834098 IP 172.16.167.139.48431 > 171.16.167.136.9002: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834143 IP 172.16.167.139.48431 > 171.16.167.136.61532: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834193 IP 172.16.167.139.48431 > 171.16.167.136.1057: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834228 IP 172.16.167.139.48431 > 171.16.167.136.6: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834274 IP 172.16.167.139.48431 > 171.16.167.136.7025: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834306 IP 172.16.167.139.48431 > 171.16.167.136.32768: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834339 IP 172.16.167.139.48431 > 171.16.167.136.1062: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834358 IP 172.16.167.139.48431 > 171.16.167.136.668: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834402 IP 172.16.167.139.48431 > 171.16.167.136.10628: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834435 IP 172.16.167.139.48431 > 171.16.167.136.5009: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834467 IP 172.16.167.139.48431 > 171.16.167.136.4129: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834514 IP 172.16.167.139.48431 > 171.16.167.136.6101: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834547 IP 172.16.167.139.48431 > 171.16.167.136.ingreslock: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834605 IP 172.16.167.139.48431 > 171.16.167.136.afs3-bos: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834635 IP 172.16.167.139.48431 > 171.16.167.136.1126: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.834666 IP 172.16.167.139.48430 > 171.16.167.136.3998: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834696 IP 172.16.167.139.48430 > 171.16.167.136.1032: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834725 IP 172.16.167.139.48430 > 171.16.167.136.rmtcfg: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834742 IP 172.16.167.139.48430 > 171.16.167.136.1277: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834759 IP 172.16.167.139.48430 > 171.16.167.136.9900: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834775 IP 172.16.167.139.48430 > 171.16.167.136.8222: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834792 IP 172.16.167.139.48430 > 171.16.167.136.1082: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834808 IP 172.16.167.139.48430 > 171.16.167.136.667: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834824 IP 172.16.167.139.48430 > 171.16.167.136.zope-ftp: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834842 IP 172.16.167.139.48430 > 171.16.167.136.1102: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834859 IP 172.16.167.139.48430 > 171.16.167.136.1046: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834877 IP 172.16.167.139.48430 > 171.16.167.136.1007: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.834897 IP 172.16.167.139.48430 > 171.16.167.136.8600: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.837197 IP 172.16.167.139.48431 > 171.16.167.136.20222: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.837237 IP 172.16.167.139.48431 > 171.16.167.136.5221: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.926841 IP 172.16.167.139.48431 > 171.16.167.136.enbd-cstatd: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.926919 IP 172.16.167.139.48431 > 171.16.167.136.1021: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.926945 IP 172.16.167.139.48431 > 171.16.167.136.1114: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.926966 IP 172.16.167.139.48431 > 171.16.167.136.1045: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.927053 IP 172.16.167.139.48431 > 171.16.167.136.2920: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.929394 IP 172.16.167.139.48431 > 171.16.167.136.3030: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.929443 IP 172.16.167.139.48431 > 171.16.167.136.5566: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.929463 IP 172.16.167.139.48431 > 171.16.167.136.3871: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.929528 IP 172.16.167.139.48431 > 171.16.167.136.3: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.931927 IP 172.16.167.139.48430 > 171.16.167.136.32770: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.931975 IP 172.16.167.139.48430 > 171.16.167.136.2869: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.931994 IP 172.16.167.139.48430 > 171.16.167.136.2161: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.932025 IP 172.16.167.139.48430 > 171.16.167.136.5120: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.932042 IP 172.16.167.139.48430 > 171.16.167.136.1079: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.932071 IP 172.16.167.139.48430 > 171.16.167.136.1900: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.932087 IP 172.16.167.139.48430 > 171.16.167.136.10180: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.932155 IP 172.16.167.139.48430 > 171.16.167.136.2047: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934574 IP 172.16.167.139.48431 > 171.16.167.136.9900: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.934622 IP 172.16.167.139.48431 > 171.16.167.136.1277: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.934640 IP 172.16.167.139.48431 > 171.16.167.136.rmtcfg: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.934670 IP 172.16.167.139.48431 > 171.16.167.136.1032: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.934686 IP 172.16.167.139.48431 > 171.16.167.136.3998: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.934729 IP 172.16.167.139.48430 > 171.16.167.136.3404: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934747 IP 172.16.167.139.48430 > 171.16.167.136.711: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934776 IP 172.16.167.139.48430 > 171.16.167.136.3003: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934792 IP 172.16.167.139.48430 > 171.16.167.136.daap: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934822 IP 172.16.167.139.48430 > 171.16.167.136.1130: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934838 IP 172.16.167.139.48430 > 171.16.167.136.shell: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934878 IP 172.16.167.139.48430 > 171.16.167.136.10617: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934896 IP 172.16.167.139.48430 > 171.16.167.136.5810: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934936 IP 172.16.167.139.48430 > 171.16.167.136.qotd: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934956 IP 172.16.167.139.48430 > 171.16.167.136.16018: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.934986 IP 172.16.167.139.48430 > 171.16.167.136.1875: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935003 IP 172.16.167.139.48430 > 171.16.167.136.5414: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935031 IP 172.16.167.139.48430 > 171.16.167.136.8042: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935048 IP 172.16.167.139.48430 > 171.16.167.136.280: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935076 IP 172.16.167.139.48430 > 171.16.167.136.49167: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935093 IP 172.16.167.139.48430 > 171.16.167.136.1055: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935146 IP 172.16.167.139.48430 > 171.16.167.136.4242: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935168 IP 172.16.167.139.48430 > 171.16.167.136.222: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935197 IP 172.16.167.139.48430 > 171.16.167.136.9666: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.935214 IP 172.16.167.139.48430 > 171.16.167.136.2106: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.937684 IP 172.16.167.139.48431 > 171.16.167.136.8600: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.937736 IP 172.16.167.139.48431 > 171.16.167.136.1007: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.937755 IP 172.16.167.139.48431 > 171.16.167.136.1046: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.937785 IP 172.16.167.139.48431 > 171.16.167.136.1102: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.937802 IP 172.16.167.139.48431 > 171.16.167.136.zope-ftp: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.937832 IP 172.16.167.139.48431 > 171.16.167.136.667: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.937849 IP 172.16.167.139.48431 > 171.16.167.136.1082: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.937908 IP 172.16.167.139.48431 > 171.16.167.136.8222: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:12.937931 IP 172.16.167.139.48430 > 171.16.167.136.545: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:12.937995 IP 172.16.167.139.48430 > 171.16.167.136.8200: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.001340 IP 171.16.167.136.microsoft-ds > 172.16.167.139.48430: Flags [R.], seq 1758892118, ack 2039246346, win 64240, length 0
03:02:13.027580 IP 172.16.167.139.48430 > 171.16.167.136.3914: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.027693 IP 172.16.167.139.48430 > 171.16.167.136.705: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.027717 IP 172.16.167.139.48430 > 171.16.167.136.3005: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.027737 IP 172.16.167.139.48430 > 171.16.167.136.14238: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.027755 IP 172.16.167.139.48430 > 171.16.167.136.6646: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.030201 IP 172.16.167.139.48430 > 171.16.167.136.1064: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.030248 IP 172.16.167.139.48430 > 171.16.167.136.4: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.030276 IP 172.16.167.139.48430 > 171.16.167.136.888: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.030292 IP 172.16.167.139.48430 > 171.16.167.136.2260: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:13.032701 IP 172.16.167.139.48431 > 171.16.167.136.2047: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:13.032748 IP 172.16.167.139.48431 > 171.16.167.136.10180: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:13.032791 IP 172.16.167.139.48431 > 171.16.167.136.1900: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:13.032820 IP 172.16.167.139.48431 > 171.16.167.136.1079: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:13.032849 IP 172.16.167.139.48431 > 171.16.167.136.5120: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:13.032865 IP 172.16.167.139.48431 > 171.16.167.136.2161: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
