17:54:11.734536 ARP, Request who-has 192.168.10.133 (Broadcast) tell 192.168.10.134, length 46
17:54:11.734781 ARP, Reply 192.168.10.133 is-at 00:0c:29:c5:fb:e2 (oui Unknown), length 46
17:54:11.936132 IP 192.168.10.134.56282 > 192.168.10.2.domain: 60827+ PTR? 133.10.168.192.in-addr.arpa. (45)
17:54:11.937951 IP 192.168.10.2.domain > 192.168.10.134.56282: 60827 NXDomain 0/1/0 (95)
17:54:11.939360 IP 192.168.10.134.61339 > 192.168.10.133.1723: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:28.773054 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 11681, win 61320, length 0
17:54:28.773274 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 11720, win 64240, length 0
17:54:28.776738 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 23361:29201, ack 661, win 64240, length 5840
17:54:28.776818 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 29201:32121, ack 661, win 64240, length 2920
17:54:28.776833 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 32121:36501, ack 661, win 64240, length 4380
17:54:28.776872 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 26281, win 64240, length 0
17:54:28.776895 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 29201, win 64240, length 0
17:54:28.776917 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 32121, win 64240, length 0
17:54:28.776939 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 35041, win 61320, length 0
17:54:28.776955 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 36501:37961, ack 661, win 64240, length 1460
17:54:28.776998 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 37961:39421, ack 661, win 64240, length 1460
17:54:28.777019 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 37961, win 58400, length 0
17:54:28.777092 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 39421, win 60700, length 0
17:54:28.777137 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 39421:43801, ack 661, win 64240, length 4380
17:54:28.777166 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 39421, win 64240, length 0
17:54:28.777226 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 43801, win 62780, length 0
17:54:28.777264 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 43801:46721, ack 661, win 64240, length 2920
17:54:28.777314 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 46721, win 59860, length 0
17:54:28.777420 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 46721:54021, ack 661, win 64240, length 7300
17:54:28.777456 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 54021:58401, ack 661, win 64240, length 4380
17:54:28.777593 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 49641, win 56940, length 0
17:54:28.777620 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 52561, win 54020, length 0
17:54:28.777661 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 55481, win 51100, length 0
17:54:28.777675 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 58401, win 48180, length 0
17:54:28.777701 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 58401, win 64240, length 0
17:54:28.777736 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 58401:62781, ack 661, win 64240, length 4380
17:54:28.777817 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 61321, win 64240, length 0
17:54:28.778319 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 62781:64241, ack 661, win 64240, length 1460
17:54:28.778384 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 64241:67161, ack 661, win 64240, length 2920
17:54:28.778549 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 64241, win 64240, length 0
17:54:28.778575 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 67161, win 64240, length 0
17:54:28.788776 IP 192.168.10.133.1191 > 204.79.197.200.http: Flags [P.], seq 757:1711, ack 240, win 64001, length 954
17:54:28.788968 IP 204.79.197.200.http > 192.168.10.133.1191: Flags [.], ack 1711, win 64240, length 0
17:54:28.793337 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [P.], seq 1100:2005, ack 11720, win 64240, length 905
17:54:28.793517 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [.], ack 2005, win 64240, length 0
17:54:28.803679 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 67161:70081, ack 661, win 64240, length 2920
17:54:28.803872 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 70081, win 64240, length 0
17:54:28.805014 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 70081:74461, ack 661, win 64240, length 4380
17:54:28.805133 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 74461:77381, ack 661, win 64240, length 2920
17:54:28.805256 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 77381:84681, ack 661, win 64240, length 7300
17:54:28.805289 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 73001, win 64240, length 0
17:54:28.805312 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 75921, win 64240, length 0
17:54:28.805343 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 78841, win 64240, length 0
17:54:28.805384 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 81761, win 61320, length 0
17:54:28.805411 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 84681, win 58400, length 0
17:54:28.805571 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 84681, win 62160, length 0
17:54:28.805585 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 84681, win 64240, length 0
17:54:28.807806 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 84681:87601, ack 661, win 64240, length 2920
17:54:28.807924 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 87601:90521, ack 661, win 64240, length 2920
17:54:28.808084 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 90521:96361, ack 661, win 64240, length 5840
17:54:28.808121 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 96361:102201, ack 661, win 64240, length 5840
17:54:28.808172 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 87601, win 64240, length 0
17:54:28.808201 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 90521, win 64240, length 0
17:54:28.808227 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 93441, win 64240, length 0
17:54:28.808266 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 96361, win 61320, length 0
17:54:28.808294 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 99281, win 58400, length 0
17:54:28.808320 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 102201, win 55480, length 0
17:54:28.808370 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 102201:118261, ack 661, win 64240, length 16060
17:54:28.808468 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 105121, win 52560, length 0
17:54:28.808496 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 108041, win 49640, length 0
17:54:28.808523 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 110961, win 46720, length 0
17:54:28.808549 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 113881, win 43800, length 0
17:54:28.808576 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 116801, win 40880, length 0
17:54:28.808595 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 118261:122641, ack 661, win 64240, length 4380
17:54:28.808937 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 122641:124101, ack 661, win 64240, length 1460
17:54:28.809139 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 124101:132861, ack 661, win 64240, length 8760
17:54:28.809285 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 118261, win 64240, length 0
17:54:28.809342 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 132861, win 49640, length 0
17:54:28.809556 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 132861, win 64240, length 0
17:54:28.815720 IP 192.168.10.133.1193 > 204.79.197.200.http: Flags [S], seq 190065639, win 64240, options [mss 1460,nop,nop,sackOK], length 0
17:54:28.828762 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 11720:17560, ack 2005, win 64240, length 5840
17:54:28.828858 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 17560:20480, ack 2005, win 64240, length 2920
17:54:28.828916 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 20480:23400, ack 2005, win 64240, length 2920
17:54:28.829006 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 14640, win 64240, length 0
17:54:28.829041 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 17560, win 64240, length 0
17:54:28.829066 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 20480, win 64240, length 0
17:54:28.829076 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 23400, win 61320, length 0
17:54:28.829103 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 23400:30700, ack 2005, win 64240, length 7300
17:54:28.829136 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 30700:35080, ack 2005, win 64240, length 4380
17:54:28.829151 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 35080:38000, ack 2005, win 64240, length 2920
17:54:28.829188 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 23400, win 64240, length 0
17:54:28.829259 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 30700, win 56940, length 0
17:54:28.829287 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 38000, win 49640, length 0
17:54:28.829308 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 38000:43840, ack 2005, win 64240, length 5840
17:54:28.829356 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [P.], seq 43840:46617, ack 2005, win 64240, length 2777
17:54:28.829858 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 38000, win 53400, length 0
17:54:28.829902 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 46617, win 44783, length 0
17:54:28.830131 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 46617, win 55623, length 0
17:54:28.830441 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [.], ack 46617, win 64240, length 0
17:54:28.832489 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 132861:135781, ack 661, win 64240, length 2920
17:54:28.833999 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 135781:137241, ack 661, win 64240, length 1460
17:54:28.836585 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 137241:143081, ack 661, win 64240, length 5840
17:54:28.836927 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 135781, win 64240, length 0
17:54:28.836949 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 138701, win 64240, length 0
17:54:28.836974 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 141621, win 64240, length 0
17:54:28.837852 IP 192.168.10.133.1192 > 204.79.197.200.http: Flags [P.], seq 2005:2654, ack 46617, win 64240, length 649
17:54:28.838022 IP 204.79.197.200.http > 192.168.10.133.1192: Flags [.], ack 2654, win 64240, length 0
17:54:28.838208 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 143081, win 64240, length 0
17:54:28.838441 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 143081:150381, ack 661, win 64240, length 7300
17:54:28.838556 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 150381:160601, ack 661, win 64240, length 10220
17:54:28.838839 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 146001, win 64240, length 0
17:54:28.838865 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 148921, win 64240, length 0
17:54:28.838874 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 151841, win 64240, length 0
17:54:28.838894 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 154761, win 61320, length 0
17:54:28.838917 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 157681, win 58400, length 0
17:54:28.838939 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 160601, win 55480, length 0
17:54:28.838953 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 160601:173741, ack 661, win 64240, length 13140
17:54:28.839016 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 173741:185421, ack 661, win 64240, length 11680
17:54:28.839064 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 185421:192721, ack 661, win 64240, length 7300
17:54:28.839084 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 192721:198561, ack 661, win 64240, length 5840
17:54:28.839215 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 163521, win 52560, length 0
17:54:28.839237 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 166441, win 49640, length 0
17:54:28.839256 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 169361, win 46720, length 0
17:54:28.839307 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 172281, win 43800, length 0
17:54:28.839355 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 175201, win 40880, length 0
17:54:28.839403 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 178121, win 37960, length 0
17:54:28.839466 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 181041, win 35040, length 0
17:54:28.839512 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 183961, win 32120, length 0
17:54:28.839538 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 186881, win 29200, length 0
17:54:28.839566 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 189801, win 26280, length 0
17:54:28.839593 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 192721, win 23360, length 0
17:54:28.839606 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 195641, win 20440, length 0
17:54:28.839619 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 198561, win 17520, length 0
17:54:28.840500 IP 204.79.197.200.http > 192.168.10.133.1193: Flags [S.], seq 548302221, ack 190065640, win 64240, options [mss 1460], length 0
17:54:28.840760 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 198561, win 64240, length 0
17:54:28.840780 IP 192.168.10.133.1193 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
17:54:28.848538 IP 192.168.10.133.1193 > 204.79.197.200.http: Flags [P.], seq 1:646, ack 1, win 64240, length 645
17:54:28.848683 IP 204.79.197.200.http > 192.168.10.133.1193: Flags [.], ack 646, win 64240, length 0
17:54:28.857946 IP 204.79.197.200.http > 192.168.10.133.1191: Flags [P.], seq 240:601, ack 1711, win 64240, length 361
17:54:28.858576 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 198561:200021, ack 661, win 64240, length 1460
17:54:28.864096 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 200021:205861, ack 661, win 64240, length 5840
17:54:28.864228 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 201481, win 64240, length 0
17:54:28.864257 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 204401, win 64240, length 0
17:54:28.864270 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 205861:210241, ack 661, win 64240, length 4380
17:54:28.864412 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 210241:211701, ack 661, win 64240, length 1460
17:54:28.865132 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 211701:214621, ack 661, win 64240, length 2920
17:54:28.865645 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 207321, win 64240, length 0
17:54:28.865679 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 210241, win 64240, length 0
17:54:28.865747 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 213161, win 64240, length 0
17:54:28.867566 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 214621:216081, ack 661, win 64240, length 1460
17:54:28.867699 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 216081:217541, ack 661, win 64240, length 1460
17:54:28.867762 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 217541:220461, ack 661, win 64240, length 2920
17:54:28.867785 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 216081, win 64240, length 0
17:54:28.868075 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 220461:221921, ack 661, win 64240, length 1460
17:54:28.868122 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 221921:224841, ack 661, win 64240, length 2920
17:54:28.868202 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 224841:235061, ack 661, win 64240, length 10220
17:54:28.868313 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 219001, win 64240, length 0
17:54:28.868356 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 235061:242361, ack 661, win 64240, length 7300
17:54:28.868396 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 221921, win 64240, length 0
17:54:28.868423 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 224841, win 64240, length 0
17:54:28.868479 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 227761, win 61320, length 0
17:54:28.868492 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 230681, win 58400, length 0
17:54:28.868539 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 233601, win 55480, length 0
17:54:28.868567 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 236521, win 52560, length 0
17:54:28.868594 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 239441, win 49640, length 0
17:54:28.868621 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 242361, win 46720, length 0
17:54:28.868756 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 242361, win 64240, length 0
17:54:28.871943 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 242361:243821, ack 661, win 64240, length 1460
17:54:28.872070 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 243821:251121, ack 661, win 64240, length 7300
17:54:28.872180 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 251121:252581, ack 661, win 64240, length 1460
17:54:28.872236 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 252581:255501, ack 661, win 64240, length 2920
17:54:28.872437 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 255501:262801, ack 661, win 64240, length 7300
17:54:28.872597 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 245281, win 64240, length 0
17:54:28.872630 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 248201, win 64240, length 0
17:54:28.872680 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 251121, win 64240, length 0
17:54:28.872732 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 254041, win 61320, length 0
17:54:28.872759 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 256961, win 58400, length 0
17:54:28.872849 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 259881, win 55480, length 0
17:54:28.872859 IP 192.168.10.133.1190 > 204.79.197.200.http: Flags [.], ack 262801, win 52560, length 0
17:54:28.872903 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 262801:267181, ack 661, win 64240, length 4380
17:54:28.872993 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 267181:275941, ack 661, win 64240, length 8760
17:54:28.873041 IP 204.79.197.200.http > 192.168.10.133.1190: Flags [P.], seq 275941:284701, ack 661, win 64240, length 8760
